cube_fixed_deposit_recommendation.cif_id,cube_fixed_deposit_recommendation.total_accounts,cube_fixed_deposit_recommendation.total_saving_accounts,cube_fixed_deposit_recommendation.total_fixed_accounts,cube_fixed_deposit_recommendation.total_loan_accounts,cube_fixed_deposit_recommendation.total_overdraft_accounts,cube_fixed_deposit_recommendation.scheme_type,cube_fixed_deposit_recommendation.total_debit_transaction_count,cube_fixed_deposit_recommendation.total_credit_transaction_count,cube_fixed_deposit_recommendation.average_debit_transaction_count,cube_fixed_deposit_recommendation.average_credit_transaction_count,cube_fixed_deposit_recommendation.total_debit_transaction_amount,cube_fixed_deposit_recommendation.total_credit_transaction_amount,cube_fixed_deposit_recommendation.average_debit_amount,cube_fixed_deposit_recommendation.average_credit_amount,cube_fixed_deposit_recommendation.average_yearly_saving,cube_fixed_deposit_recommendation.total_yearly_saving,cube_fixed_deposit_recommendation.employment_status,cube_fixed_deposit_recommendation.marital_status,cube_fixed_deposit_recommendation.occupation,cube_fixed_deposit_recommendation.gender,cube_fixed_deposit_recommendation.age_group,cube_fixed_deposit_recommendation.withdrawal_trends,cube_fixed_deposit_recommendation.first_account_date,cube_fixed_deposit_recommendation.last_account_date,cube_fixed_deposit_recommendation.first_account_opened_days,cube_fixed_deposit_recommendation.last_account_opened_days,cube_fixed_deposit_recommendation.total_dormant_days,cube_fixed_deposit_recommendation.total_dormant_account,cube_fixed_deposit_recommendation.total_active_account,cube_fixed_deposit_recommendation.last_transaction_date,cube_fixed_deposit_recommendation.last_dormant_date,cube_fixed_deposit_recommendation.recently_active
DLNINDV2000399,11,4,4,3,0,SBA,68,47,7.729468965076725,8.55040151862427,1367.1962632537675,2042.7781129436125,489.6992834137641,274.5343326426224,13273.818088161051,82773.46111554476,Employed,SINGLE,ENGINEER,F,Gen X,High Withdrawal,2019-06-11,2019-06-12,-584,1466,0,0,11,2019-10-15,,Y
DLNINDV2000400,13,8,3,2,0,SBA,41,10,3.2541563674502574,3.6685912928301865,2713.257899760431,3708.673369531927,219.05406980372436,292.66679518564615,10824.025759848082,40115.39516094388,Employed,MARRIED,DOCTOR,M,Gen Z,Low Withdrawal,2011-08-24,2018-11-03,2628,4899,662,5,8,2023-11-18,2015-09-27,N
DLNINDV2000401,8,3,3,2,0,SBA,12,81,3.5160430761708272,2.3953745505496977,1480.6585912225687,3726.454675891159,145.38584080697922,133.1565286773417,6241.226300529592,58403.67736147801,Unemployed,MARRIED,TEACHER,M,Gen Z,High Withdrawal,2018-05-13,,2445,2445,0,0,8,2024-03-13,,Y
DLNINDV2000402,14,8,0,4,2,SBA,79,89,8.777508085647128,4.571054444924996,3553.0823753734016,2095.844509284535,297.21026310872196,396.3895443642673,14041.728230349478,58096.85574312114,Unemployed,SINGLE,BUSINESSMAN,M,Millennial,Low Withdrawal,2010-12-11,2010-12-12,-3417,1737,0,0,14,2024-08-07,,Y
DLNINDV2000403,11,3,4,3,1,SBA,28,98,3.9767527420346234,3.2522622446427762,2245.653237565177,3771.5614347677574,122.34846187094001,491.16026750170835,11168.826748780535,84403.57340154896,Employed,MARRIED,DOCTOR,F,Millennial,High Withdrawal,2023-06-18,,583,583,0,0,11,2016-11-16,,Y
DLNINDV2000404,13,8,3,2,0,SBA,41,10,3.2541563674502574,3.6685912928301865,2713.257899760431,3708.673369531927,219.05406980372436,292.66679518564615,10824.025759848082,40115.39516094388,Employed,MARRIED,DOCTOR,M,Gen Z,Low Withdrawal,2011-08-24,2018-11-03,2628,4899,662,5,8,2020-11-30,2015-06-03,N
DLNINDV2000405,10,5,3,2,0,SBA,33,28,6.805930258275083,2.74846558160838,1731.4639884292292,3605.939087431152,370.7079617697213,262.08083471256685,9196.452607534186,21774.77936242413,Unemployed,MARRIED,TEACHER,M,Gen X,High Withdrawal,2017-12-28,2017-12-29,-1792,788,0,0,10,2023-01-14,,Y
DLNINDV2000406,11,4,4,3,0,SBA,68,47,7.729468965076725,8.55040151862427,1367.1962632537675,2042.7781129436125,489.6992834137641,274.5343326426224,13273.818088161051,82773.46111554476,Employed,SINGLE,ENGINEER,F,Gen X,High Withdrawal,2019-06-11,2019-06-12,-584,1466,0,0,11,2020-12-09,,Y
DLNINDV2000407,12,7,1,4,0,SBA,79,11,6.726993563673059,5.97537979217117,1323.4918664687907,4203.797178729599,255.8472344876814,383.2724782332799,14702.725425030858,36403.62628052199,Self employed,SINGLE,TEACHER,F,Millennial,Low Withdrawal,2021-07-29,2023-06-12,683,1272,177,7,5,2019-04-17,2022-04-15,N
DLNINDV2000408,14,8,3,0,3,SBA,62,16,7.488459318269164,3.9029568781474047,2734.082950322968,4775.566418243028,195.29446096159177,194.6740774728315,10917.826979121948,78089.66752574785,Self employed,SINGLE,TEACHER,F,Millennial,Low Withdrawal,2023-03-14,,679,679,182,6,8,2018-05-30,2019-10-17,N
DLNINDV2000409,11,3,4,3,1,SBA,28,98,3.9767527420346234,3.2522622446427762,2245.653237565177,3771.5614347677574,122.34846187094001,491.16026750170835,11168.826748780535,84403.57340154896,Employed,MARRIED,DOCTOR,F,Millennial,High Withdrawal,2023-06-18,,583,583,0,0,11,2015-02-08,,Y
DLNINDV2000410,11,7,1,3,0,SBA,59,57,7.040291651416456,9.72583180402743,3004.159535661037,3247.4667685750946,193.29122896981113,394.84028233720767,13015.194125441947,83717.74205391019,Employed,SINGLE,ENGINEER,F,Gen X,Low Withdrawal,2011-04-19,2011-04-20,-1730,3295,0,0,11,2021-12-19,,Y
DLNINDV2000411,10,1,3,4,2,SBA,89,84,5.229500625918487,3.953374007272587,1634.585790569964,2541.58648386226,412.518420188481,291.0859563520911,18787.648277533393,67196.4717710109,Unemployed,MARRIED,BUSINESSMAN,F,Gen X,High Withdrawal,2013-06-02,2018-01-14,1687,4251,0,0,10,2017-02-18,,Y
DLNINDV2000412,14,8,3,0,3,SBA,62,16,7.488459318269164,3.9029568781474047,2734.082950322968,4775.566418243028,195.29446096159177,194.6740774728315,10917.826979121948,78089.66752574785,Self employed,SINGLE,TEACHER,F,Millennial,Low Withdrawal,2023-03-14,,679,679,182,6,8,2018-06-10,2016-10-23,N
DLNINDV2000413,6,5,1,0,0,SBA,25,33,6.148037792882648,1.2485509468633422,2742.691594711564,1155.8525292409345,340.9763703604476,397.6846627773192,6143.005693987448,85310.858817045,Unemployed,SINGLE,DOCTOR,M,Gen Z,Low Withdrawal,2015-12-31,,3309,3309,0,0,6,2023-03-10,,Y
DLNINDV2000414,10,5,3,2,0,SBA,33,28,6.805930258275083,2.74846558160838,1731.4639884292292,3605.939087431152,370.7079617697213,262.08083471256685,9196.452607534186,21774.77936242413,Unemployed,MARRIED,TEACHER,M,Gen X,High Withdrawal,2017-12-28,2017-12-29,-1792,788,0,0,10,2024-11-10,,Y
DLNINDV2000415,8,3,3,2,0,SBA,12,81,3.5160430761708272,2.3953745505496977,1480.6585912225687,3726.454675891159,145.38584080697922,133.1565286773417,6241.226300529592,58403.67736147801,Unemployed,MARRIED,TEACHER,M,Gen Z,High Withdrawal,2018-05-13,,2445,2445,0,0,8,2021-01-05,,Y
DLNINDV2000416,16,5,4,4,3,SBA,99,34,5.974884701519409,1.3495126098648087,4918.042114486034,2393.3464178127897,394.81422271640355,322.4020154570338,16664.034256028383,92252.0846941301,Unemployed,MARRIED,BUSINESSMAN,F,Millennial,Low Withdrawal,2020-02-05,,1812,1812,0,0,16,2024-06-30,,Y
DLNINDV2000417,15,6,1,4,4,SBA,47,18,4.150705669252082,6.651049734537724,1375.493160325167,4281.707375085072,482.72035405058256,201.4728695492555,5484.739266644757,41493.79856202459,Unemployed,SINGLE,TEACHER,F,Millennial,Low Withdrawal,2013-08-11,2021-03-30,2788,4181,0,0,15,2023-05-28,,Y
DLNINDV2000418,12,7,1,4,0,SBA,79,11,6.726993563673059,5.97537979217117,1323.4918664687907,4203.797178729599,255.8472344876814,383.2724782332799,14702.725425030858,36403.62628052199,Self employed,SINGLE,TEACHER,F,Millennial,Low Withdrawal,2021-07-29,2023-06-12,683,1272,177,7,5,2022-06-01,2020-05-21,N
DLNINDV2000419,14,8,0,4,2,SBA,79,89,8.777508085647128,4.571054444924996,3553.0823753734016,2095.844509284535,297.21026310872196,396.3895443642673,14041.728230349478,58096.85574312114,Unemployed,SINGLE,BUSINESSMAN,M,Millennial,Low Withdrawal,2010-12-11,2010-12-12,-3417,1737,0,0,14,2020-04-11,,Y
DLNINDV2000420,11,7,1,3,0,SBA,59,57,7.040291651416456,9.72583180402743,3004.159535661037,3247.4667685750946,193.29122896981113,394.84028233720767,13015.194125441947,83717.74205391019,Employed,SINGLE,ENGINEER,F,Gen X,Low Withdrawal,2011-04-19,2011-04-20,-1730,3295,0,0,11,2015-10-29,,Y
DLNINDV2000421,6,5,1,0,0,SBA,25,33,6.148037792882648,1.2485509468633422,2742.691594711564,1155.8525292409345,340.9763703604476,397.6846627773192,6143.005693987448,85310.858817045,Unemployed,SINGLE,DOCTOR,M,Gen Z,Low Withdrawal,2015-12-31,,3309,3309,0,0,6,2024-05-24,,Y
DLNINDV2000422,6,2,2,2,0,SBA,42,89,3.4162737120114115,9.687266473516928,2858.695251758446,2693.883769232474,446.74748212433656,378.16444924265903,17437.463310597715,27280.16728410642,Self employed,MARRIED,ENGINEER,M,Gen Z,Low Withdrawal,2017-03-11,2022-10-07,2036,2873,778,9,-3,2021-04-04,2015-03-24,N
DLNINDV2000423,12,5,4,3,0,SBA,77,57,6.308837628044895,4.778027708016488,3753.9996030614657,3293.468166687733,139.99395486474535,251.19503604890178,8440.921185574245,41978.5437620727,Self employed,MARRIED,BUSINESSMAN,M,Millennial,Low Withdrawal,2012-12-01,2018-11-03,2163,4434,0,0,12,2016-10-08,,Y
DLNINDV2000424,14,9,0,3,2,SBA,48,50,4.354181803846444,8.578207675107834,1192.2356967881349,3303.6983010323383,270.4365900187764,166.48617276370118,5952.67744385002,63795.704551928924,Self employed,SINGLE,BUSINESSMAN,M,Gen X,High Withdrawal,2013-08-24,2013-08-25,-4076,91,0,0,14,2016-10-24,,Y
DLNINDV2000425,9,6,1,1,1,SBA,68,42,1.3924339457899038,4.946267107162782,1190.8645107665952,2346.216859554906,185.09115800969158,195.00258851698797,11249.585866077188,27072.657869251725,Self employed,MARRIED,TEACHER,M,Millennial,Low Withdrawal,2017-06-05,2019-09-02,819,2787,0,0,9,2021-04-02,,Y
DLNINDV2000426,10,4,0,3,3,SBA,11,51,7.69753470750906,3.657615295770449,2595.2836057791783,3463.4046575596553,395.9635041789498,452.1439874553667,5867.958466365611,66811.96258603776,Employed,SINGLE,TEACHER,F,Millennial,High Withdrawal,2012-08-07,2012-08-08,-364,4185,0,0,10,2019-10-26,,Y
DLNINDV2000427,10,1,3,4,2,SBA,89,84,5.229500625918487,3.953374007272587,1634.585790569964,2541.58648386226,412.518420188481,291.0859563520911,18787.648277533393,67196.4717710109,Unemployed,MARRIED,BUSINESSMAN,F,Gen X,High Withdrawal,2013-06-02,2018-01-14,1687,4251,0,0,10,2021-02-28,,Y
DLNINDV2000428,13,8,3,2,0,SBA,41,10,3.2541563674502574,3.6685912928301865,2713.257899760431,3708.673369531927,219.05406980372436,292.66679518564615,10824.025759848082,40115.39516094388,Employed,MARRIED,DOCTOR,M,Gen Z,Low Withdrawal,2011-08-24,2018-11-03,2628,4899,662,5,8,2015-09-13,2023-03-14,N
DLNINDV2000429,13,8,1,2,2,SBA,84,78,5.380679376635096,6.503623397791125,4660.854910505922,4244.8167069440115,483.41659875327935,199.4896617721152,10405.176428079023,90257.65339833537,Unemployed,SINGLE,ENGINEER,F,Gen X,Low Withdrawal,2010-04-04,2010-04-05,-2355,3050,0,0,13,2016-08-20,,Y
DLNINDV2000430,9,3,1,2,3,SBA,26,41,4.909549289593858,1.046663764965881,1959.1494366296129,3503.758680406291,241.96207618508825,273.78073779530854,11798.612702432465,23751.717423297592,Unemployed,SINGLE,TEACHER,F,Gen Z,Low Withdrawal,2015-01-08,2015-01-09,-29,3636,0,0,9,2016-10-23,,Y
DLNINDV2000431,14,8,0,4,2,SBA,79,89,8.777508085647128,4.571054444924996,3553.0823753734016,2095.844509284535,297.21026310872196,396.3895443642673,14041.728230349478,58096.85574312114,Unemployed,SINGLE,BUSINESSMAN,M,Millennial,Low Withdrawal,2010-12-11,2010-12-12,-3417,1737,0,0,14,2015-08-23,,Y
DLNINDV2000432,13,8,3,2,0,SBA,41,10,3.2541563674502574,3.6685912928301865,2713.257899760431,3708.673369531927,219.05406980372436,292.66679518564615,10824.025759848082,40115.39516094388,Employed,MARRIED,DOCTOR,M,Gen Z,Low Withdrawal,2011-08-24,2018-11-03,2628,4899,662,5,8,2018-09-30,2023-01-25,N
DLNINDV2000433,8,1,4,1,2,SBA,82,63,7.916986128756781,6.209784059568029,3920.157266247274,3473.0155373515713,321.4812209383203,372.4157708387636,19107.97740703075,97437.90123518584,Employed,SINGLE,ENGINEER,M,Millennial,Low Withdrawal,2012-09-19,2014-06-28,647,4507,318,9,-1,2022-01-25,2018-12-20,N
DLNINDV2000434,11,6,4,1,0,SBA,95,12,3.0716674141739975,1.4569167793545725,3066.785029706267,1858.3564788334966,133.31376447810385,406.87794124342867,9064.364637726949,86509.7192050001,Unemployed,MARRIED,TEACHER,M,Gen X,Low Withdrawal,2016-09-08,2016-09-09,-2699,357,0,0,11,2022-12-17,,Y
DLNINDV2000435,16,5,4,4,3,SBA,99,34,5.974884701519409,1.3495126098648087,4918.042114486034,2393.3464178127897,394.81422271640355,322.4020154570338,16664.034256028383,92252.0846941301,Unemployed,MARRIED,BUSINESSMAN,F,Millennial,Low Withdrawal,2020-02-05,,1812,1812,0,0,16,2024-09-07,,Y
DLNINDV2000436,11,6,4,1,0,SBA,95,12,3.0716674141739975,1.4569167793545725,3066.785029706267,1858.3564788334966,133.31376447810385,406.87794124342867,9064.364637726949,86509.7192050001,Unemployed,MARRIED,TEACHER,M,Gen X,Low Withdrawal,2016-09-08,2016-09-09,-2699,357,0,0,11,2017-02-08,,Y
DLNINDV2000437,10,3,0,4,3,SBA,76,27,6.150632222537545,3.7293896320590054,1701.321079557354,4746.592607422829,318.36630806599555,229.07455531103346,12205.55122799532,69381.09696778336,Unemployed,SINGLE,BUSINESSMAN,F,Millennial,Low Withdrawal,2014-11-27,2014-11-28,-359,3348,0,0,10,2022-02-01,,Y
DLNINDV2000438,14,9,0,3,2,SBA,48,50,4.354181803846444,8.578207675107834,1192.2356967881349,3303.6983010323383,270.4365900187764,166.48617276370118,5952.67744385002,63795.704551928924,Self employed,SINGLE,BUSINESSMAN,M,Gen X,High Withdrawal,2013-08-24,2013-08-25,-4076,91,0,0,14,2015-08-01,,Y
DLNINDV2000439,10,7,0,2,1,SBA,28,91,9.82298425344441,5.833741844769899,1068.6444073270009,1156.745306702585,382.3325935514778,117.3603133192691,19779.290759982563,98437.01800739023,Self employed,SINGLE,BUSINESSMAN,M,Gen Z,High Withdrawal,2021-01-01,,1481,1481,0,0,10,2016-04-07,,Y
DLNINDV2000440,13,8,1,2,2,SBA,84,78,5.380679376635096,6.503623397791125,4660.854910505922,4244.8167069440115,483.41659875327935,199.4896617721152,10405.176428079023,90257.65339833537,Unemployed,SINGLE,ENGINEER,F,Gen X,Low Withdrawal,2010-04-04,2010-04-05,-2355,3050,0,0,13,2021-10-19,,Y
DLNINDV2000441,12,8,1,3,0,SBA,32,29,4.227821031665475,7.431355937619569,3157.5097936002503,1954.3874391613608,332.5221668907129,466.1017366676425,16248.661242049577,56747.744635693794,Employed,MARRIED,ENGINEER,M,Millennial,Low Withdrawal,2017-02-10,2019-11-10,1003,2902,0,0,12,2015-10-10,,Y
DLNINDV2000442,8,3,3,2,0,SBA,12,81,3.5160430761708272,2.3953745505496977,1480.6585912225687,3726.454675891159,145.38584080697922,133.1565286773417,6241.226300529592,58403.67736147801,Unemployed,MARRIED,TEACHER,M,Gen Z,High Withdrawal,2018-05-13,,2445,2445,0,0,8,2024-12-12,,Y
DLNINDV2000443,11,5,0,4,2,SBA,29,75,1.6781163040551539,3.939861176164368,4053.4576920156437,2671.784126862315,487.46077758965396,469.8573320894384,10651.084549069112,68647.02796335082,Self employed,SINGLE,DOCTOR,F,Millennial,High Withdrawal,2014-07-03,2014-07-04,-1465,2389,644,8,3,2019-01-26,2018-07-22,N
DLNINDV2000444,14,9,0,3,2,SBA,48,50,4.354181803846444,8.578207675107834,1192.2356967881349,3303.6983010323383,270.4365900187764,166.48617276370118,5952.67744385002,63795.704551928924,Self employed,SINGLE,BUSINESSMAN,M,Gen X,High Withdrawal,2013-08-24,2013-08-25,-4076,91,0,0,14,2018-12-01,,Y
DLNINDV2000445,10,5,0,4,1,SBA,20,42,9.370151513297486,7.295609896904745,2043.574493366856,2000.0657968644186,456.75876351071065,498.33255001174825,5205.079472404959,43836.75612335604,Self employed,SINGLE,TEACHER,M,Millennial,High Withdrawal,2013-06-08,,4245,4245,0,0,10,2015-03-29,,Y
DLNINDV2000446,13,8,3,2,0,SBA,41,10,3.2541563674502574,3.6685912928301865,2713.257899760431,3708.673369531927,219.05406980372436,292.66679518564615,10824.025759848082,40115.39516094388,Employed,MARRIED,DOCTOR,M,Gen Z,Low Withdrawal,2011-08-24,2018-11-03,2628,4899,662,5,8,2017-12-03,2021-05-20,N
DLNINDV2000447,13,8,1,2,2,SBA,84,78,5.380679376635096,6.503623397791125,4660.854910505922,4244.8167069440115,483.41659875327935,199.4896617721152,10405.176428079023,90257.65339833537,Unemployed,SINGLE,ENGINEER,F,Gen X,Low Withdrawal,2010-04-04,2010-04-05,-2355,3050,0,0,13,2016-04-05,,Y
DLNINDV2000448,9,6,1,1,1,SBA,68,42,1.3924339457899038,4.946267107162782,1190.8645107665952,2346.216859554906,185.09115800969158,195.00258851698797,11249.585866077188,27072.657869251725,Self employed,MARRIED,TEACHER,M,Millennial,Low Withdrawal,2017-06-05,2019-09-02,819,2787,0,0,9,2021-05-14,,Y
DLNINDV2000449,10,1,3,4,2,SBA,89,84,5.229500625918487,3.953374007272587,1634.585790569964,2541.58648386226,412.518420188481,291.0859563520911,18787.648277533393,67196.4717710109,Unemployed,MARRIED,BUSINESSMAN,F,Gen X,High Withdrawal,2013-06-02,2018-01-14,1687,4251,0,0,10,2021-10-04,,Y
DLNINDV2000450,10,5,0,4,1,SBA,20,42,9.370151513297486,7.295609896904745,2043.574493366856,2000.0657968644186,456.75876351071065,498.33255001174825,5205.079472404959,43836.75612335604,Self employed,SINGLE,TEACHER,M,Millennial,High Withdrawal,2013-06-08,,4245,4245,0,0,10,2019-09-21,,Y
DLNINDV2000451,14,8,0,4,2,SBA,79,89,8.777508085647128,4.571054444924996,3553.0823753734016,2095.844509284535,297.21026310872196,396.3895443642673,14041.728230349478,58096.85574312114,Unemployed,SINGLE,BUSINESSMAN,M,Millennial,Low Withdrawal,2010-12-11,2010-12-12,-3417,1737,0,0,14,2018-10-08,,Y
DLNINDV2000452,11,8,3,0,0,SBA,65,46,9.154889089466986,1.7343476236021633,2769.408918924418,4282.557902975821,438.8572576382359,232.1010116076394,8899.247942813941,80559.93057377829,Unemployed,MARRIED,ENGINEER,F,Millennial,Low Withdrawal,2015-05-09,2015-05-10,-388,3156,361,6,5,2022-07-06,2017-09-06,N
DLNINDV2000453,10,7,0,2,1,SBA,28,91,9.82298425344441,5.833741844769899,1068.6444073270009,1156.745306702585,382.3325935514778,117.3603133192691,19779.290759982563,98437.01800739023,Self employed,SINGLE,BUSINESSMAN,M,Gen Z,High Withdrawal,2021-01-01,,1481,1481,0,0,10,2016-05-29,,Y
DLNINDV2000454,10,5,3,2,0,SBA,33,28,6.805930258275083,2.74846558160838,1731.4639884292292,3605.939087431152,370.7079617697213,262.08083471256685,9196.452607534186,21774.77936242413,Unemployed,MARRIED,TEACHER,M,Gen X,High Withdrawal,2017-12-28,2017-12-29,-1792,788,0,0,10,2016-12-03,,Y
DLNINDV2000455,7,2,3,0,2,SBA,78,57,7.020316536967897,1.638468252999349,4738.455989358839,1826.7374395069814,293.008379857057,328.58921008200423,11168.100813082794,59853.214931671435,Self employed,MARRIED,DOCTOR,F,Gen X,High Withdrawal,2019-11-07,2023-03-01,1210,1902,561,5,2,2019-07-12,2021-01-29,N
DLNINDV2000456,9,6,1,1,1,SBA,68,42,1.3924339457899038,4.946267107162782,1190.8645107665952,2346.216859554906,185.09115800969158,195.00258851698797,11249.585866077188,27072.657869251725,Self employed,MARRIED,TEACHER,M,Millennial,Low Withdrawal,2017-06-05,2019-09-02,819,2787,0,0,9,2020-08-28,,Y
DLNINDV2000457,13,9,0,4,0,SBA,45,93,9.577646623215578,8.743641564805078,1376.6279530742404,2984.149817173625,498.37249681213166,420.84369961069365,7472.513917055014,71148.90855793939,Self employed,MARRIED,ENGINEER,M,Gen Z,Low Withdrawal,2015-06-21,,3502,3502,175,6,7,2015-01-23,2024-04-21,N
DLNINDV2000458,6,5,1,0,0,SBA,25,33,6.148037792882648,1.2485509468633422,2742.691594711564,1155.8525292409345,340.9763703604476,397.6846627773192,6143.005693987448,85310.858817045,Unemployed,SINGLE,DOCTOR,M,Gen Z,Low Withdrawal,2015-12-31,,3309,3309,0,0,6,2021-09-26,,Y
DLNINDV2000459,11,5,0,4,2,SBA,29,75,1.6781163040551539,3.939861176164368,4053.4576920156437,2671.784126862315,487.46077758965396,469.8573320894384,10651.084549069112,68647.02796335082,Self employed,SINGLE,DOCTOR,F,Millennial,High Withdrawal,2014-07-03,2014-07-04,-1465,2389,644,8,3,2017-11-19,2023-08-01,N
DLNINDV2000460,7,4,1,2,0,SBA,64,21,9.810035724475082,3.3058624923501227,1232.7743820337744,1514.0014129356407,121.39411869894757,382.03374571866397,8989.068874463585,36578.21192064452,Employed,MARRIED,ENGINEER,F,Millennial,Low Withdrawal,2015-11-07,2017-12-01,755,3363,0,0,7,2020-01-05,,Y
DLNINDV2000461,13,9,2,1,1,SBA,10,77,8.597918266536801,4.702185145510107,4546.721549192191,1510.7589176898623,258.66064078170075,217.79757873577194,7007.781782009498,92837.70227226184,Self employed,MARRIED,ENGINEER,M,Millennial,High Withdrawal,2011-04-23,2023-10-12,4555,5022,0,0,13,2020-11-25,,Y
DLNINDV2000462,10,7,0,2,1,SBA,28,91,9.82298425344441,5.833741844769899,1068.6444073270009,1156.745306702585,382.3325935514778,117.3603133192691,19779.290759982563,98437.01800739023,Self employed,SINGLE,BUSINESSMAN,M,Gen Z,High Withdrawal,2021-01-01,,1481,1481,0,0,10,2024-05-31,,Y
DLNINDV2000463,11,5,0,4,2,SBA,29,75,1.6781163040551539,3.939861176164368,4053.4576920156437,2671.784126862315,487.46077758965396,469.8573320894384,10651.084549069112,68647.02796335082,Self employed,SINGLE,DOCTOR,F,Millennial,High Withdrawal,2014-07-03,2014-07-04,-1465,2389,644,8,3,2018-07-28,2023-08-11,N
DLNINDV2000464,10,4,0,3,3,SBA,11,51,7.69753470750906,3.657615295770449,2595.2836057791783,3463.4046575596553,395.9635041789498,452.1439874553667,5867.958466365611,66811.96258603776,Employed,SINGLE,TEACHER,F,Millennial,High Withdrawal,2012-08-07,2012-08-08,-364,4185,0,0,10,2023-10-05,,Y
DLNINDV2000465,11,5,0,4,2,SBA,29,75,1.6781163040551539,3.939861176164368,4053.4576920156437,2671.784126862315,487.46077758965396,469.8573320894384,10651.084549069112,68647.02796335082,Self employed,SINGLE,DOCTOR,F,Millennial,High Withdrawal,2014-07-03,2014-07-04,-1465,2389,644,8,3,2024-01-14,2022-09-11,N
DLNINDV2000466,11,5,0,4,2,SBA,29,75,1.6781163040551539,3.939861176164368,4053.4576920156437,2671.784126862315,487.46077758965396,469.8573320894384,10651.084549069112,68647.02796335082,Self employed,SINGLE,DOCTOR,F,Millennial,High Withdrawal,2014-07-03,2014-07-04,-1465,2389,644,8,3,2018-02-08,2019-07-18,N
DLNINDV2000467,10,5,0,4,1,SBA,20,42,9.370151513297486,7.295609896904745,2043.574493366856,2000.0657968644186,456.75876351071065,498.33255001174825,5205.079472404959,43836.75612335604,Self employed,SINGLE,TEACHER,M,Millennial,High Withdrawal,2013-06-08,,4245,4245,0,0,10,2020-12-23,,Y
DLNINDV2000468,9,3,1,2,3,SBA,26,41,4.909549289593858,1.046663764965881,1959.1494366296129,3503.758680406291,241.96207618508825,273.78073779530854,11798.612702432465,23751.717423297592,Unemployed,SINGLE,TEACHER,F,Gen Z,Low Withdrawal,2015-01-08,2015-01-09,-29,3636,0,0,9,2015-12-28,,Y
DLNINDV2000469,16,5,4,4,3,SBA,99,34,5.974884701519409,1.3495126098648087,4918.042114486034,2393.3464178127897,394.81422271640355,322.4020154570338,16664.034256028383,92252.0846941301,Unemployed,MARRIED,BUSINESSMAN,F,Millennial,Low Withdrawal,2020-02-05,,1812,1812,0,0,16,2023-12-02,,Y
DLNINDV2000470,11,5,0,4,2,SBA,29,75,1.6781163040551539,3.939861176164368,4053.4576920156437,2671.784126862315,487.46077758965396,469.8573320894384,10651.084549069112,68647.02796335082,Self employed,SINGLE,DOCTOR,F,Millennial,High Withdrawal,2014-07-03,2014-07-04,-1465,2389,644,8,3,2025-01-03,2018-10-30,N
DLNINDV2000471,9,3,1,2,3,SBA,26,41,4.909549289593858,1.046663764965881,1959.1494366296129,3503.758680406291,241.96207618508825,273.78073779530854,11798.612702432465,23751.717423297592,Unemployed,SINGLE,TEACHER,F,Gen Z,Low Withdrawal,2015-01-08,2015-01-09,-29,3636,0,0,9,2020-12-16,,Y
DLNINDV2000472,13,7,3,0,3,SBA,29,45,8.95144620039633,9.83656799479478,2367.518666865606,2362.49827785696,472.371642274917,311.3480485188837,18149.92228888689,53642.86229320601,Self employed,MARRIED,ENGINEER,F,Gen Z,High Withdrawal,2018-05-14,2018-05-15,-1542,901,0,0,13,2020-03-14,,Y
DLNINDV2000473,9,6,1,1,1,SBA,68,42,1.3924339457899038,4.946267107162782,1190.8645107665952,2346.216859554906,185.09115800969158,195.00258851698797,11249.585866077188,27072.657869251725,Self employed,MARRIED,TEACHER,M,Millennial,Low Withdrawal,2017-06-05,2019-09-02,819,2787,0,0,9,2018-07-08,,Y
DLNINDV2000474,5,2,2,1,0,SBA,91,42,4.5522232012852495,2.749420305953857,4796.582926365543,3926.591021198561,189.0305670284122,186.7236426345965,5552.32801453987,56072.83579328835,Employed,SINGLE,BUSINESSMAN,M,Gen Z,High Withdrawal,2015-07-29,2019-08-09,1472,3464,0,0,5,2016-05-29,,Y
DLNINDV2000475,10,4,0,3,3,SBA,11,51,7.69753470750906,3.657615295770449,2595.2836057791783,3463.4046575596553,395.9635041789498,452.1439874553667,5867.958466365611,66811.96258603776,Employed,SINGLE,TEACHER,F,Millennial,High Withdrawal,2012-08-07,2012-08-08,-364,4185,0,0,10,2016-03-24,,Y
DLNINDV2000476,14,9,0,3,2,SBA,48,50,4.354181803846444,8.578207675107834,1192.2356967881349,3303.6983010323383,270.4365900187764,166.48617276370118,5952.67744385002,63795.704551928924,Self employed,SINGLE,BUSINESSMAN,M,Gen X,High Withdrawal,2013-08-24,2013-08-25,-4076,91,0,0,14,2020-04-07,,Y
DLNINDV2000477,5,2,2,1,0,SBA,91,42,4.5522232012852495,2.749420305953857,4796.582926365543,3926.591021198561,189.0305670284122,186.7236426345965,5552.32801453987,56072.83579328835,Employed,SINGLE,BUSINESSMAN,M,Gen Z,High Withdrawal,2015-07-29,2019-08-09,1472,3464,0,0,5,2023-09-11,,Y
DLNINDV2000478,13,7,3,0,3,SBA,29,45,8.95144620039633,9.83656799479478,2367.518666865606,2362.49827785696,472.371642274917,311.3480485188837,18149.92228888689,53642.86229320601,Self employed,MARRIED,ENGINEER,F,Gen Z,High Withdrawal,2018-05-14,2018-05-15,-1542,901,0,0,13,2019-02-15,,Y
